Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Ticket_Soporte
FB-9378,TRX-14863,2.0,2,Dañado,Maybe,No,36.0,66.7,False
FB-9379,TRX-13586,1.0,3,Precio justo,,No,49.0,-6.9,False
FB-9380,TRX-18189,3.0,1,Precio justo,Maybe,No,53.0,58.6,False
FB-9381,TRX-17467,2.0,3,---,Maybe,1,31.0,-27.2,True
FB-9382,TRX-12415,2.0,2,Dañado,Maybe,No,62.0,53.6,False
FB-9383,TRX-19854,2.0,2,No volvería,,0,18.0,-18.9,False
FB-9384,TRX-14643,2.0,5,Lento,Maybe,Sí,69.0,34.3,True
FB-9385,TRX-12389,5.0,2,,SI,0,50.0,42.6,False
FB-9386,TRX-10562,3.0,3,No volvería,,0,51.0,20.5,False
FB-9387,TRX-19812,1.0,4,Lento,Maybe,Sí,33.0,-89.0,True
FB-9388,TRX-15245,3.0,1,No volvería,NO,Sí,19.0,-26.6,True
FB-9389,TRX-15060,2.0,1,Lento,NO,No,79.0,55.3,False
FB-9390,TRX-18230,5.0,5,Dañado,Maybe,1,36.0,84.9,True
FB-9391,TRX-12022,1.0,4,---,NO,No,32.0,32.1,False
FB-9392,TRX-14480,2.0,3,Dañado,NO,No,33.0,93.5,False
FB-9393,TRX-19403,2.0,3,,,1,45.0,-45.1,True
FB-9394,TRX-17836,4.0,5,Dañado,,0,23.0,-72.7,False
FB-9395,TRX-13534,3.0,2,Excelente,SI,No,44.0,-34.4,False
FB-9396,TRX-18110,3.0,4,,,Sí,56.0,35.6,True
FB-9397,TRX-14775,3.0,1,,SI,No,28.0,-21.9,False
FB-9398,TRX-16171,4.0,4,Lento,Maybe,No,30.0,31.8,False
FB-9399,TRX-10963,5.0,5,---,,0,42.0,40.4,False
FB-9400,TRX-15458,5.0,2,Dañado,SI,No,50.0,22.8,False
FB-9401,TRX-12501,5.0,4,No volvería,,0,58.0,55.8,False
FB-9402,TRX-13450,1.0,2,Excelente,Maybe,No,54.0,-53.4,False
FB-9403,TRX-13687,4.0,4,,NO,0,31.0,-78.1,False
FB-9404,TRX-10861,4.0,1,Excelente,NO,1,38.0,-90.3,True
FB-9405,TRX-12933,5.0,3,,SI,Sí,60.0,95.2,True
FB-9406,TRX-17987,5.0,4,Dañado,,0,61.0,43.6,False
FB-9407,TRX-16419,5.0,3,Precio justo,NO,Sí,59.0,-52.3,True
FB-9408,TRX-14900,4.0,3,Dañado,,No,44.0,-4.6,False
FB-9409,TRX-12608,5.0,3,,Maybe,No,50.0,-87.6,False
FB-9410,TRX-10353,3.0,5,---,Maybe,0,48.0,32.9,False
FB-9411,TRX-18977,5.0,1,---,SI,1,33.0,93.4,True
FB-9412,TRX-16427,3.0,3,Precio justo,NO,Sí,24.0,41.2,True
FB-9413,TRX-15528,2.0,1,Dañado,NO,0,33.0,24.5,False
FB-9414,TRX-16921,2.0,4,Lento,Maybe,0,63.0,84.4,False
FB-9415,TRX-17756,4.0,1,No volvería,Maybe,Sí,21.0,2.5,True
FB-9416,TRX-15706,1.0,2,,SI,0,20.0,49.0,False
FB-9417,TRX-16412,2.0,3,,SI,Sí,36.0,86.6,True
FB-9418,TRX-16407,4.0,4,---,SI,No,46.0,29.4,False
FB-9419,TRX-11176,4.0,3,Precio justo,SI,Sí,82.0,5.2,True
FB-9420,TRX-18648,3.0,3,Precio justo,,1,38.0,16.1,True
FB-9421,TRX-14637,3.0,4,---,Maybe,Sí,72.0,53.9,True
FB-9422,TRX-14626,5.0,4,Excelente,,No,28.0,-89.6,False
FB-9423,TRX-13196,2.0,5,Precio justo,SI,Sí,53.0,-34.4,True
FB-9424,TRX-18978,3.0,5,Lento,Maybe,Sí,56.0,-89.7,True
FB-9425,TRX-16451,1.0,5,No volvería,NO,0,67.0,57.2,False
FB-9426,TRX-11594,4.0,1,Precio justo,SI,Sí,45.0,83.0,True
FB-9427,TRX-12144,5.0,2,Excelente,Maybe,No,37.0,-20.1,False
FB-9428,TRX-15298,3.0,2,,NO,No,56.0,-49.6,False
FB-9429,TRX-19509,3.0,1,No volvería,,1,42.0,-91.9,True
FB-9430,TRX-10886,3.0,5,Precio justo,SI,Sí,63.0,-98.6,True
FB-9431,TRX-14981,2.0,2,Lento,,0,49.0,9.1,False
FB-9432,TRX-17496,3.0,5,Lento,,No,80.0,-33.3,False
FB-9433,TRX-12681,4.0,4,No volvería,SI,1,61.0,92.8,True
FB-9434,TRX-19456,3.0,1,Excelente,Maybe,Sí,58.0,63.5,True
FB-9435,TRX-12253,1.0,5,Lento,Maybe,0,26.0,-9.8,False
FB-9436,TRX-17239,3.0,1,Dañado,,Sí,55.0,-60.3,True
FB-9437,TRX-17904,5.0,3,Dañado,Maybe,Sí,54.0,-23.4,True
FB-9438,TRX-14769,5.0,1,Precio justo,SI,1,59.0,-85.7,True
FB-9439,TRX-12372,1.0,1,Lento,,No,40.0,24.5,False
FB-9440,TRX-13436,5.0,5,Dañado,NO,Sí,33.0,73.0,True
FB-9441,TRX-13573,2.0,1,Precio justo,,Sí,56.0,-12.9,True
FB-9442,TRX-13205,4.0,3,Precio justo,SI,1,71.0,-3.9,True
FB-9443,TRX-10149,4.0,4,Precio justo,SI,0,44.0,87.6,False
FB-9444,TRX-15934,2.0,2,Excelente,Maybe,Sí,63.0,-38.1,True
FB-9445,TRX-19431,5.0,4,Precio justo,NO,No,63.0,-79.7,False
FB-9446,TRX-11670,1.0,1,Excelente,SI,Sí,37.0,-86.2,True
FB-9447,TRX-12418,1.0,3,Dañado,,Sí,62.0,53.6,True
FB-9448,TRX-16169,4.0,3,Precio justo,Maybe,No,49.0,-56.3,False
FB-9449,TRX-16997,1.0,4,Dañado,,1,49.0,99.8,True
FB-9450,TRX-12756,2.0,5,Lento,SI,Sí,66.0,92.6,True
FB-9451,TRX-10922,4.0,2,Excelente,Maybe,No,64.0,70.8,False
FB-9452,TRX-11573,3.0,1,---,SI,No,57.0,0.8,False
FB-9453,TRX-15825,2.0,1,---,Maybe,0,22.0,1.6,False
FB-9454,TRX-17763,2.0,4,Dañado,SI,1,79.0,86.4,True
FB-9455,TRX-12943,1.0,3,Precio justo,Maybe,No,26.0,-40.5,False
FB-9456,TRX-10859,1.0,3,Dañado,SI,Sí,35.0,-2.7,True
FB-9457,TRX-11922,1.0,5,Precio justo,,1,63.0,-19.5,True
FB-9458,TRX-18444,3.0,2,No volvería,,No,18.0,-28.3,False
FB-9459,TRX-15545,2.0,1,,,1,23.0,78.4,True
FB-9460,TRX-19722,5.0,4,Excelente,NO,Sí,38.0,44.9,True
FB-9461,TRX-17107,4.0,5,Lento,NO,0,52.0,88.9,False
FB-9462,TRX-12434,1.0,2,Dañado,Maybe,Sí,75.0,-85.6,True
FB-9463,TRX-16619,1.0,1,---,NO,1,66.0,65.5,True
FB-9464,TRX-14014,2.0,2,,NO,Sí,31.0,-34.4,True
FB-9465,TRX-10556,3.0,1,Dañado,SI,No,23.0,18.2,False
FB-9466,TRX-11946,1.0,2,No volvería,NO,1,37.0,40.7,True
FB-9467,TRX-13946,3.0,2,Precio justo,NO,Sí,40.0,-71.7,True
FB-9468,TRX-16498,3.0,4,Lento,NO,Sí,31.0,49.7,True
FB-9469,TRX-18005,5.0,5,Precio justo,NO,Sí,68.0,-31.9,True
FB-9470,TRX-14959,3.0,3,Precio justo,Maybe,0,19.0,-44.3,False
FB-9471,TRX-19767,5.0,2,Dañado,NO,0,66.0,-5.7,False
FB-9472,TRX-12826,4.0,4,Dañado,Maybe,0,24.0,56.6,False
FB-9473,TRX-16150,3.0,3,Dañado,,0,67.0,-18.2,False
FB-9474,TRX-11468,4.0,5,,NO,Sí,31.0,9.0,True
FB-9475,TRX-17596,3.0,5,Excelente,,0,37.0,-52.3,False
FB-9476,TRX-16260,5.0,2,Excelente,SI,Sí,30.0,-36.4,True
FB-9477,TRX-14509,5.0,1,Dañado,NO,No,74.0,88.3,False
FB-9478,TRX-17292,4.0,5,Precio justo,SI,No,66.0,83.8,False
FB-9479,TRX-16018,2.0,4,Lento,,No,84.0,77.5,False
FB-9480,TRX-10190,2.0,2,Lento,,1,22.0,-22.3,True
FB-9481,TRX-11966,2.0,5,Precio justo,NO,No,70.0,-94.1,False
FB-9482,TRX-11910,3.0,2,,NO,1,69.0,83.8,True
FB-9483,TRX-11353,2.0,1,---,SI,0,63.0,-19.8,False
FB-9484,TRX-11999,4.0,5,No volvería,Maybe,No,76.0,60.7,False
FB-9485,TRX-18015,2.0,2,Precio justo,,No,26.0,3.1,False
FB-9486,TRX-18351,4.0,4,Lento,,No,70.0,78.7,False
FB-9487,TRX-13685,4.0,5,No volvería,SI,0,32.0,-76.6,False
FB-9488,TRX-10377,3.0,1,,Maybe,No,21.0,66.0,False
FB-9489,TRX-19614,5.0,3,,SI,No,51.0,73.5,False
FB-9490,TRX-19387,3.0,3,No volvería,,Sí,79.0,-42.0,True
FB-9491,TRX-19381,3.0,2,Lento,,Sí,69.0,25.0,True
FB-9492,TRX-17856,1.0,5,No volvería,NO,1,53.0,-89.0,True
FB-9493,TRX-14484,2.0,5,,Maybe,Sí,75.0,-37.3,True
FB-9494,TRX-11549,2.0,1,Excelente,Maybe,0,63.0,-25.5,False
FB-9495,TRX-19713,4.0,3,Dañado,NO,0,54.0,-81.0,False
FB-9496,TRX-12967,5.0,4,,Maybe,No,83.0,-13.3,False
FB-9497,TRX-16290,2.0,3,,SI,Sí,58.0,29.6,True
FB-9498,TRX-17932,2.0,5,No volvería,Maybe,1,45.0,29.8,True
FB-9499,TRX-17105,5.0,4,No volvería,,1,71.0,-6.0,True
FB-9500,TRX-14888,3.0,4,Excelente,SI,1,47.0,-75.3,True
FB-9501,TRX-19362,2.0,1,Excelente,SI,No,48.0,-84.2,False
FB-9502,TRX-12051,1.0,2,Precio justo,,0,25.0,64.5,False
FB-9503,TRX-11629,2.0,2,---,NO,No,65.0,11.9,False
FB-9504,TRX-15328,1.0,1,Lento,,0,75.0,50.0,False
FB-9505,TRX-11040,3.0,5,Precio justo,NO,No,21.0,-93.4,False
FB-9506,TRX-18806,3.0,5,,NO,0,35.0,-11.7,False
FB-9507,TRX-13029,1.0,2,Lento,SI,1,39.0,80.8,True
FB-9508,TRX-16640,4.0,3,---,Maybe,0,44.0,41.6,False
FB-9509,TRX-10323,1.0,1,Excelente,SI,Sí,49.0,53.3,True
FB-9510,TRX-16451,4.0,3,Dañado,,Sí,57.0,-5.8,True
FB-9511,TRX-19110,5.0,1,Lento,Maybe,1,78.0,49.0,True
FB-9512,TRX-18788,5.0,1,Lento,SI,1,53.0,34.4,True
FB-9513,TRX-18684,1.0,2,Excelente,NO,No,27.0,-73.3,False
FB-9514,TRX-18004,4.0,2,No volvería,NO,Sí,20.0,-81.8,True
FB-9515,TRX-11047,3.0,3,Precio justo,SI,1,80.0,-64.7,True
FB-9516,TRX-18501,1.0,5,Dañado,,No,27.0,-84.1,False
FB-9517,TRX-19580,1.0,4,,Maybe,No,38.0,15.6,False
FB-9518,TRX-18830,4.0,3,---,SI,Sí,55.0,93.0,True
FB-9519,TRX-12033,5.0,1,Lento,NO,0,37.0,54.7,False
FB-9520,TRX-13399,3.0,4,No volvería,NO,No,32.0,49.1,False
FB-9521,TRX-11922,4.0,4,Excelente,NO,Sí,38.0,66.0,True
FB-9522,TRX-12960,4.0,4,Lento,,No,36.0,80.2,False
FB-9523,TRX-19815,3.0,4,No volvería,Maybe,No,25.0,-39.2,False
FB-9524,TRX-12948,1.0,4,,SI,1,59.0,-82.0,True
FB-9525,TRX-10087,1.0,3,Precio justo,Maybe,1,39.0,50.3,True
FB-9526,TRX-19088,2.0,2,Excelente,SI,1,34.0,-14.6,True
FB-9527,TRX-17327,3.0,2,No volvería,,Sí,29.0,89.1,True
FB-9528,TRX-15149,4.0,1,---,SI,No,80.0,86.7,False
FB-9529,TRX-12015,2.0,5,No volvería,NO,Sí,76.0,94.8,True
FB-9530,TRX-10641,2.0,3,Lento,NO,No,65.0,55.0,False
FB-9531,TRX-12110,2.0,4,,,No,44.0,22.6,False
FB-9532,TRX-19422,1.0,2,,Maybe,1,81.0,53.4,True
FB-9533,TRX-13378,5.0,1,---,NO,1,80.0,-45.0,True
FB-9534,TRX-12641,2.0,4,Precio justo,SI,No,60.0,-99.6,False
FB-9535,TRX-11438,4.0,1,,NO,No,45.0,-7.8,False
FB-9536,TRX-19215,1.0,4,---,SI,0,46.0,27.9,False
FB-9537,TRX-14206,5.0,4,---,Maybe,0,35.0,67.8,False
FB-9538,TRX-10573,5.0,2,Excelente,NO,No,63.0,-89.8,False
FB-9539,TRX-11386,2.0,2,Excelente,NO,Sí,74.0,-90.9,True
FB-9540,TRX-12043,2.0,4,Precio justo,SI,0,27.0,87.3,False
FB-9541,TRX-18292,1.0,2,Dañado,,No,69.0,-59.7,False
FB-9542,TRX-14891,2.0,3,Lento,,No,44.0,37.7,False
FB-9543,TRX-15956,1.0,4,---,NO,0,35.0,-70.6,False
FB-9544,TRX-18919,5.0,2,No volvería,Maybe,No,58.0,80.2,False
FB-9545,TRX-12811,4.0,1,---,Maybe,Sí,70.0,49.6,True
FB-9546,TRX-16931,4.0,1,Lento,,0,30.0,-89.1,False
FB-9547,TRX-10001,3.0,1,---,NO,Sí,40.0,-45.6,True
FB-9548,TRX-14068,3.0,5,Precio justo,,No,68.0,94.0,False
FB-9549,TRX-14925,3.0,1,No volvería,SI,1,57.0,69.2,True
FB-9550,TRX-10756,4.0,1,Dañado,Maybe,No,57.0,-90.5,False
FB-9551,TRX-18510,2.0,3,,,0,67.0,-38.5,False
FB-9552,TRX-14807,1.0,3,Precio justo,NO,Sí,46.0,-34.2,True
FB-9553,TRX-18750,4.0,5,Lento,,No,39.0,-4.1,False
FB-9554,TRX-17289,3.0,3,No volvería,NO,Sí,75.0,-44.8,True
FB-9555,TRX-12291,3.0,2,Excelente,,Sí,59.0,65.9,True
FB-9556,TRX-19454,2.0,1,No volvería,,0,40.0,-5.8,False
FB-9557,TRX-18035,3.0,2,No volvería,Maybe,Sí,19.0,-97.5,True
FB-9558,TRX-15127,3.0,5,Precio justo,,Sí,57.0,-22.1,True
FB-9559,TRX-18563,1.0,2,Dañado,SI,0,43.0,18.6,False
FB-9560,TRX-15769,2.0,2,No volvería,,Sí,39.0,31.9,True
FB-9561,TRX-19931,5.0,2,,NO,No,63.0,-80.7,False
FB-9562,TRX-18818,5.0,3,No volvería,NO,No,77.0,-0.5,False
FB-9563,TRX-18365,3.0,1,---,SI,Sí,32.0,-13.9,True
FB-9564,TRX-13438,3.0,2,---,SI,0,64.0,-64.8,False
FB-9565,TRX-11622,1.0,4,Dañado,NO,0,77.0,-64.0,False
FB-9566,TRX-10732,5.0,1,Dañado,,No,34.0,94.6,False
FB-9567,TRX-13884,2.0,1,,SI,1,35.0,-17.3,True
FB-9568,TRX-10601,2.0,4,No volvería,,1,83.0,28.1,True
FB-9569,TRX-13081,4.0,5,Excelente,SI,Sí,54.0,-58.8,True
FB-9570,TRX-12321,4.0,5,Excelente,,1,41.0,91.3,True
FB-9571,TRX-14910,2.0,1,Excelente,SI,Sí,32.0,89.4,True
FB-9572,TRX-13526,4.0,3,Precio justo,NO,Sí,68.0,58.7,True
FB-9573,TRX-12198,1.0,5,Precio justo,,1,41.0,-12.8,True
FB-9574,TRX-19865,3.0,5,Excelente,SI,No,40.0,-17.0,False
FB-9575,TRX-19045,2.0,2,Excelente,,No,64.0,78.0,False
FB-9576,TRX-13539,5.0,2,Excelente,Maybe,0,79.0,73.7,False
FB-9577,TRX-19695,5.0,5,Dañado,Maybe,0,80.0,84.9,False
FB-9578,TRX-15882,2.0,3,---,SI,No,29.0,-45.4,False
FB-9579,TRX-14544,4.0,2,Lento,Maybe,1,27.0,32.4,True
FB-9580,TRX-12105,4.0,3,Precio justo,SI,No,72.0,34.4,False
FB-9581,TRX-16914,2.0,1,---,SI,No,62.0,-28.0,False
FB-9582,TRX-11218,2.0,3,Precio justo,Maybe,No,54.0,-81.1,False
FB-9583,TRX-19008,2.0,2,Precio justo,NO,Sí,26.0,-79.1,True
FB-9584,TRX-14177,1.0,4,Lento,SI,0,73.0,68.6,False
FB-9585,TRX-14270,5.0,3,No volvería,SI,Sí,66.0,-31.7,True
FB-9586,TRX-16255,1.0,5,Precio justo,Maybe,0,83.0,78.1,False
FB-9587,TRX-12675,1.0,3,No volvería,,1,75.0,-42.7,True
FB-9588,TRX-16554,3.0,3,Dañado,Maybe,No,70.0,-59.5,False
FB-9589,TRX-17472,1.0,3,---,SI,1,40.0,-21.4,True
FB-9590,TRX-11364,5.0,5,Excelente,,No,29.0,44.8,False
FB-9591,TRX-14164,4.0,3,Excelente,,No,46.0,24.0,False
FB-9592,TRX-16968,5.0,4,Dañado,Maybe,1,44.0,-70.0,True
FB-9593,TRX-12346,2.0,5,Excelente,,Sí,37.0,96.2,True
FB-9594,TRX-18780,2.0,4,Dañado,NO,1,71.0,95.7,True
FB-9595,TRX-13338,2.0,4,Excelente,NO,1,65.0,-45.6,True
FB-9596,TRX-11156,1.0,4,Dañado,NO,1,73.0,6.0,True
FB-9597,TRX-14413,3.0,5,Dañado,SI,Sí,39.0,-54.5,True
FB-9598,TRX-13156,4.0,2,Excelente,Maybe,No,40.0,98.4,False
FB-9599,TRX-16097,1.0,5,No volvería,Maybe,No,51.0,-30.3,False
FB-9600,TRX-19234,2.0,3,Precio justo,SI,Sí,50.0,80.4,True
FB-9601,TRX-18379,5.0,4,Precio justo,SI,Sí,21.0,-14.2,True
FB-9602,TRX-19911,2.0,3,---,Maybe,0,33.0,43.2,False
FB-9603,TRX-12687,5.0,4,Lento,SI,No,45.0,81.1,False
FB-9604,TRX-16876,4.0,4,,Maybe,No,39.0,24.2,False
FB-9605,TRX-12514,2.0,3,,,Sí,25.0,-53.8,True
FB-9606,TRX-15183,4.0,1,Lento,,No,70.0,59.5,False
FB-9607,TRX-17104,2.0,4,Excelente,,No,26.0,81.8,False
FB-9608,TRX-16208,2.0,1,Precio justo,Maybe,1,59.0,-82.2,True
FB-9609,TRX-10424,5.0,5,,SI,0,71.0,-25.3,False
FB-9610,TRX-19889,3.0,4,Lento,SI,Sí,42.0,98.5,True
FB-9611,TRX-14055,5.0,4,Precio justo,SI,No,27.0,30.4,False
FB-9612,TRX-11270,1.0,5,---,SI,Sí,29.0,-65.2,True
FB-9613,TRX-14425,4.0,3,Dañado,SI,Sí,25.0,68.6,True
FB-9614,TRX-12041,4.0,3,No volvería,SI,No,18.0,-5.8,False
FB-9615,TRX-18707,3.0,1,Dañado,Maybe,0,42.0,72.4,False
FB-9616,TRX-11802,2.0,5,Lento,NO,1,62.0,52.7,True
FB-9617,TRX-18984,4.0,4,Lento,SI,1,64.0,44.4,True
FB-9618,TRX-16664,3.0,1,Excelente,Maybe,0,28.0,-46.0,False
FB-9619,TRX-11080,1.0,3,No volvería,Maybe,1,79.0,11.7,True
FB-9620,TRX-15396,4.0,4,,Maybe,Sí,53.0,71.1,True
FB-9621,TRX-11457,1.0,3,---,Maybe,0,57.0,70.8,False
FB-9622,TRX-15944,5.0,1,---,SI,1,22.0,-65.9,True
FB-9623,TRX-15464,4.0,3,No volvería,,0,74.0,-19.8,False
FB-9624,TRX-14476,4.0,3,Precio justo,,No,33.0,-8.0,False
FB-9625,TRX-12397,2.0,5,Excelente,Maybe,No,28.0,-3.8,False
FB-9626,TRX-13698,1.0,1,No volvería,NO,No,71.0,-8.4,False
FB-9627,TRX-14483,5.0,4,Lento,SI,Sí,49.0,-80.8,True
FB-9628,TRX-10161,3.0,3,Dañado,NO,1,67.0,80.7,True
FB-9629,TRX-11604,5.0,3,Dañado,,1,79.0,56.3,True
FB-9630,TRX-16179,4.0,2,---,NO,Sí,24.0,-13.7,True
FB-9631,TRX-13640,1.0,1,,Maybe,1,77.0,90.3,True
FB-9632,TRX-16203,4.0,1,No volvería,NO,1,56.0,8.3,True
FB-9633,TRX-11720,3.0,4,Dañado,SI,1,68.0,-88.4,True
FB-9634,TRX-12023,3.0,5,Lento,Maybe,Sí,24.0,-11.4,True
FB-9635,TRX-12879,4.0,4,---,SI,0,56.0,-58.7,False
FB-9636,TRX-18625,4.0,1,Precio justo,,0,53.0,99.6,False
FB-9637,TRX-15022,4.0,3,Lento,,1,29.0,-75.2,True
FB-9638,TRX-19647,1.0,5,---,SI,No,70.0,-38.8,False
FB-9639,TRX-18021,2.0,5,No volvería,NO,0,78.0,35.7,False
FB-9640,TRX-11565,3.0,1,---,NO,No,40.0,-55.3,False
FB-9641,TRX-18666,1.0,1,,SI,Sí,40.0,-77.6,True
FB-9642,TRX-15716,3.0,4,---,Maybe,1,46.0,-22.8,True
FB-9643,TRX-19374,4.0,2,Lento,SI,Sí,67.0,79.1,True
FB-9644,TRX-14620,3.0,1,Lento,NO,1,41.0,15.4,True
FB-9645,TRX-19036,5.0,1,Dañado,,1,39.0,49.1,True
FB-9646,TRX-14440,3.0,4,,,1,29.0,-43.0,True
FB-9647,TRX-19952,5.0,1,Precio justo,SI,No,82.0,78.6,False
FB-9648,TRX-11623,1.0,4,,NO,0,47.0,12.2,False
FB-9649,TRX-10785,1.0,1,Excelente,,1,53.0,-29.2,True
FB-9650,TRX-12797,3.0,3,No volvería,SI,Sí,59.0,31.0,True
FB-9651,TRX-15210,5.0,1,No volvería,NO,1,41.0,-18.6,True
FB-9652,TRX-16382,3.0,2,Lento,SI,No,56.0,-44.6,False
FB-9653,TRX-12960,1.0,5,Dañado,,0,55.0,53.4,False
FB-9654,TRX-15655,3.0,4,Dañado,NO,1,49.0,-78.5,True
FB-9655,TRX-18711,2.0,2,No volvería,Maybe,0,75.0,32.8,False
FB-9656,TRX-19038,2.0,4,,,No,71.0,5.1,False
FB-9657,TRX-19742,5.0,2,Excelente,Maybe,0,49.0,2.7,False
FB-9658,TRX-16597,5.0,4,Excelente,,1,27.0,-31.5,True
FB-9659,TRX-17812,3.0,4,Precio justo,Maybe,No,74.0,-45.0,False
FB-9660,TRX-19704,2.0,5,Lento,Maybe,0,47.0,38.1,False
FB-9661,TRX-12090,2.0,1,No volvería,SI,1,70.0,62.2,True
FB-9662,TRX-14244,5.0,4,,SI,No,65.0,-22.8,False
FB-9663,TRX-10155,4.0,4,Excelente,NO,0,60.0,-71.2,False
FB-9664,TRX-18414,3.0,5,---,SI,1,18.0,-95.7,True
FB-9665,TRX-12547,3.0,4,Excelente,SI,1,56.0,16.0,True
FB-9666,TRX-12070,1.0,4,Dañado,NO,No,29.0,-50.0,False
FB-9667,TRX-12337,5.0,3,Precio justo,SI,No,67.0,-17.4,False
FB-9668,TRX-16206,1.0,3,No volvería,,1,26.0,11.5,True
FB-9669,TRX-19298,4.0,3,Precio justo,Maybe,1,66.0,44.7,True
FB-9670,TRX-14380,1.0,5,Excelente,Maybe,No,21.0,-15.3,False
FB-9671,TRX-10866,4.0,4,Precio justo,SI,No,41.0,40.5,False
FB-9672,TRX-16064,1.0,5,---,SI,1,77.0,82.7,True
FB-9673,TRX-14081,5.0,5,Excelente,NO,No,45.0,-44.5,False
FB-9674,TRX-19972,4.0,2,,SI,Sí,69.0,39.4,True
FB-9675,TRX-16852,3.0,1,Dañado,,0,37.0,-39.2,False
FB-9676,TRX-17500,5.0,2,,Maybe,1,80.0,-86.4,True
FB-9677,TRX-12999,5.0,1,Lento,NO,Sí,47.0,-83.4,True
FB-9678,TRX-17191,2.0,2,---,NO,1,84.0,40.5,True
FB-9679,TRX-15799,3.0,4,No volvería,NO,0,36.0,-70.1,False
FB-9680,TRX-17678,1.0,5,Lento,SI,No,38.0,99.3,False
FB-9681,TRX-18228,5.0,2,Precio justo,SI,Sí,57.0,8.7,True
FB-9682,TRX-14699,1.0,2,Excelente,SI,No,38.0,-37.5,False
FB-9683,TRX-14519,5.0,4,Lento,NO,Sí,72.0,21.0,True
FB-9684,TRX-17008,3.0,5,Dañado,NO,0,50.0,-82.0,False
FB-9685,TRX-18529,5.0,1,---,Maybe,1,55.0,-89.4,True
FB-9686,TRX-13748,1.0,2,,Maybe,No,26.0,7.4,False
FB-9687,TRX-15000,1.0,1,Precio justo,SI,Sí,67.0,-64.1,True
FB-9688,TRX-11424,3.0,3,Precio justo,SI,Sí,49.0,-85.5,True
FB-9689,TRX-15007,1.0,2,---,Maybe,Sí,58.0,25.6,True
FB-9690,TRX-16660,4.0,5,Lento,,0,40.0,-10.2,False
FB-9691,TRX-15123,5.0,3,Precio justo,Maybe,1,59.0,-0.6,True
FB-9692,TRX-11476,4.0,3,No volvería,SI,1,33.0,52.9,True
FB-9693,TRX-11302,2.0,2,Lento,SI,0,38.0,37.6,False
FB-9694,TRX-11256,2.0,2,Lento,SI,No,80.0,61.1,False
FB-9695,TRX-13932,5.0,3,,SI,1,31.0,-82.3,True
FB-9696,TRX-11534,1.0,2,Dañado,Maybe,0,64.0,-83.5,False
FB-9697,TRX-12705,3.0,5,---,SI,Sí,59.0,15.4,True
FB-9698,TRX-19425,2.0,5,Precio justo,SI,Sí,45.0,84.6,True
FB-9699,TRX-10940,1.0,3,Dañado,Maybe,No,43.0,49.2,False
FB-9700,TRX-11385,3.0,2,Precio justo,,Sí,69.0,40.3,True
FB-9701,TRX-14683,5.0,3,Lento,Maybe,0,73.0,-29.2,False
FB-9702,TRX-19079,1.0,5,---,SI,0,25.0,13.8,False
FB-9703,TRX-18074,4.0,2,Precio justo,SI,Sí,20.0,39.2,True
FB-9704,TRX-10175,5.0,5,---,NO,0,83.0,1.1,False
FB-9705,TRX-16946,2.0,2,---,SI,Sí,18.0,-53.9,True
FB-9706,TRX-18334,5.0,4,Dañado,,Sí,18.0,35.8,True
FB-9707,TRX-12235,5.0,5,---,SI,No,59.0,3.0,False
FB-9708,TRX-17858,3.0,1,Lento,Maybe,0,67.0,-50.0,False
FB-9709,TRX-18156,2.0,2,,SI,0,68.0,5.6,False
FB-9710,TRX-18437,3.0,4,Precio justo,SI,Sí,65.0,-31.4,True
FB-9711,TRX-18722,5.0,4,Dañado,NO,No,84.0,-86.7,False
FB-9712,TRX-12042,1.0,4,---,SI,No,56.0,-5.5,False
FB-9713,TRX-16643,4.0,5,,SI,Sí,54.0,93.8,True
FB-9714,TRX-10227,4.0,1,Precio justo,Maybe,1,53.0,-50.2,True
FB-9715,TRX-13115,3.0,4,,,No,52.0,-11.8,False
FB-9716,TRX-10119,1.0,3,Dañado,NO,Sí,83.0,64.3,True
FB-9717,TRX-16962,4.0,2,No volvería,,0,48.0,90.0,False
FB-9718,TRX-18754,1.0,2,Dañado,,1,57.0,-88.8,True
FB-9719,TRX-15653,3.0,1,Excelente,SI,Sí,50.0,49.9,True
FB-9720,TRX-14001,2.0,1,---,NO,Sí,83.0,-35.6,True
FB-9721,TRX-18652,1.0,5,Precio justo,SI,Sí,44.0,-78.5,True
FB-9722,TRX-19981,1.0,3,Excelente,SI,0,67.0,51.1,False
FB-9723,TRX-10693,2.0,2,No volvería,Maybe,1,43.0,-5.8,True
FB-9724,TRX-19951,5.0,4,Dañado,SI,Sí,39.0,-58.6,True
FB-9725,TRX-17350,5.0,4,,NO,No,83.0,43.5,False
FB-9726,TRX-12761,5.0,2,Lento,NO,0,33.0,-55.8,False
FB-9727,TRX-18577,3.0,3,Lento,SI,1,42.0,25.8,True
FB-9728,TRX-13687,5.0,3,,NO,No,33.0,-33.1,False
FB-9729,TRX-12864,3.0,4,Dañado,,Sí,53.0,-54.6,True
FB-9730,TRX-11230,2.0,2,No volvería,,1,31.0,-92.1,True
FB-9731,TRX-16013,1.0,4,,,No,57.0,-68.7,False
FB-9732,TRX-12184,4.0,5,---,Maybe,No,26.0,86.9,False
